Time	Record	Normalized_X	Normalized_Y	X	Y
333900	333170	0.348632434746	0.437955826088	529	396
333900	333270	0.360459536123	0.456716304154	537	406
333900	333537	0.360199545779	0.441484922447	537	398
333900	333637	0.371669160432	0.439302250665	545	397
333900	333737	0.389019826981	0.444595895204	557	400
333900	334203	0.466951581882	0.459849643415	611	409
333900	334403	0.568180052813	0.491681197912	681	427
333900	334570	0.463881060762	0.448495794402	609	403
333900	334670	0.475903154897	0.478679808748	617	419
335435	334903	0.475903154897	0.478679808748	617	419
335435	335570	0.445222625204	0.450852684351	596	404
335435	335937	0.442899576325	0.483289057745	594	421
335435	336203	0.438123483393	0.540546113681	590	451
339005	336437	0.438123483393	0.540546113681	590	451
339005	338070	0.768264582782	0.416357948827	821	390
339005	338537	0.251034781704	0.36603736371	462	357
339005	339237	0.665135547281	0.441713762999	749	402
341541	340603	0.672194373013	0.433923853978	754	398
341541	341037	0.288384151611	0.363227506526	488	356
341541	341337	0.310373098633	0.387455847297	503	369
341541	341570	0.689447543182	0.433505730376	766	398
341541	341937	0.28704388381	0.368974118299	487	359
341541	342303	0.67173938991	0.407268935991	754	384
346646	346003	0.896380271552	0.506583922035	909	439
346646	346403	0.416849509819	0.558204072604	575	460
346646	346703	0.449170613737	0.513612446626	598	437
346646	347037	0.461225206665	0.545700383685	606	454
350316	349337	0.550179410403	0.448309099106	669	404
350316	349970	0.479468975199	0.43478505544	620	396
350316	350270	0.27752419674	0.485392152884	479	420
350316	350870	0.638653949531	0.238551530803	733	295
351484	351937	0.30728694294	0.543716884329	499	451
351484	352103	0.325815383325	0.533744303527	512	446
357557	356937	0.237209619378	0.398752486172	452	374
357557	357070	0.628573965693	0.406410322282	724	383
357557	357270	0.602296407635	0.467997878147	705	415
357557	358070	0.646932094826	0.470725570936	736	417
357557	358337	0.595985054144	0.519578009576	700	442
359859	358570	0.595985054144	0.519578009576	700	442
359859	359003	0.482783852091	0.628985172205	620	498
359859	359537	0.544209909062	0.688447266427	662	530
359859	360270	0.490288613991	0.394523929391	628	375
359859	360370	0.499630172523	0.436201167284	634	397
359859	360470	0.503618477135	0.41705740925	637	387
364330	363403	0.464701347875	0.412286419214	610	384
364330	363870	0.410098807797	0.4155144	572	385
364330	364503	0.411463757105	0.495479153963	572	427
364330	364670	0.685288927319	0.526937317866	762	447
364330	364970	0.748087750885	0.582556723028	805	477
364330	365103	0.759849854675	0.597509355667	813	485
365565	365337	0.759849854675	0.597509355667	813	485
365565	365537	0.440982147535	0.370957617655	594	362
365565	365970	0.307197263848	0.454197673166	500	404
365565	366270	0.301966187813	0.484799811114	496	420
367600	366570	0.275728945835	0.46448384667	478	409
367600	366737	0.288181341567	0.435611413268	487	394
367600	366870	0.294387381393	0.462126956721	491	408
