RecordingTimestamp	GazePointX (ADCSpx)	GazePointY (ADCSpx)	IRMarkerID	
158100	388	190	11, 14, 17, 18, 29	
158133	390	193	11, 14, 18, 29	
158167	390	193	11, 14, 17, 18, 29	
158200	382	192	11, 14, 18, 29	
158233	470	189	11, 14, 17, 18, 29	
158267	461	186	11, 14, 18, 29	
158300	460	187	11, 14, 17, 18, 29	
158333	459	187	11, 14, 18, 29	
158367	460	188	11, 14, 17, 18, 29	
158400	462	190	11, 14, 18, 29	
158433	463	190	11, 14, 17, 18, 29	
158467	463	191	11, 14, 18, 29	
158500	436	186	11, 14, 17, 18, 29	
158533	378	191	11, 14, 18, 29	
158567	379	191	11, 14, 17, 18, 29	
158600	380	193	11, 14, 18, 29	
158633	379	193	11, 14, 17, 18, 29	
158667	380	196	11, 14, 18, 29	
158700	379	196	11, 14, 17, 18, 29	
158733	334	182	11, 14, 18, 29	
158767	235	136	11, 14, 17, 18, 29	
158800	212	128	11, 14, 18, 29	
158833	213	128	11, 14, 17, 18, 29	
158867	216	131	11, 14, 18, 29	
158900	219	132	11, 14, 17, 18, 29	
158933	221	134	11, 14, 18, 29	
158967	246	141	11, 14, 17, 18, 29	
159000	358	201	11, 14, 18, 29	
159033	356	201	11, 14, 17, 18, 29	
159067	358	201	11, 14, 18, 29	
159100	361	203	11, 14, 17, 18, 29	
159133	361	203	11, 14, 18, 29	
159167	364	205	11, 14, 17, 18, 29	
159200	365	205	11, 14, 18, 29	
159233	363	205	11, 14, 17, 18, 29	
159267	364	205	11, 14, 18, 29	
159300	366	206	11, 14, 17, 18, 29	
159333	364	206	11, 14, 18, 29	
159367	403	195	11, 14, 17, 18, 29	
159400	398	193	11, 14, 18, 29	
159433	397	194	11, 14, 17, 18, 29	
159467	395	194	11, 14, 18, 29	
159500	396	196	11, 14, 17, 18, 29	
159533	396	195	11, 14, 18, 29	
159567	396	196	11, 14, 17, 18, 29	
159600	395	196	11, 14, 18, 29	
159633	397	196	11, 14, 17, 18, 29	
159667	398	197	11, 14, 18, 29	
159700	397	196	11, 14, 17, 18, 29	
159733	398	196	11, 14, 18, 29	
159767	398	194	11, 14, 17, 18, 29	
159800	397	194	11, 14, 18, 29	
159833	396	194	11, 14, 17, 18, 29	
159867	397	193	11, 14, 17, 18, 29	
159900	395	193	11, 14, 17, 18, 29	
159933	394	192	11, 14, 18, 29	
159967	395	193	11, 14, 17, 18, 29	
160000	394	192	11, 14, 17, 18, 29	
160033	395	193	11, 14, 18, 29	
160067	395	191	11, 14, 17, 18, 29	
160100	396	193	11, 14, 18, 29	
160133	395	194	11, 14, 17, 18, 29	
160167	396	194	11, 14, 18, 29	
160200	395	193	11, 14, 17, 18, 29	
160233	395	194	11, 14, 17, 18, 29	
160267	402	196	11, 14, 18, 29	
160300	309	186	11, 14, 17, 18, 29	
160333	310	185	11, 14, 18, 29	
160367	313	187	11, 14, 17, 18, 29	
160400	315	188	11, 14, 18, 29	
160433	316	189	11, 14, 17, 18, 29	
160467	316	189	11, 14, 17, 18, 29	
160500	317	189	11, 14, 18, 29	
160533	319	190	11, 14, 17, 18, 29	
160567	316	189	11, 14, 17, 18, 29	
160600	318	189	11, 14, 18, 29	
160633	317	189	11, 14, 17, 18, 29	
160667			11, 14, 18, 29	
160700	248	202	11, 14, 17, 18, 29	
160733	247	202	11, 14, 18, 29	
160767	248	203	11, 14, 17, 18, 29	
160800	247	203	11, 14, 18, 29	
160833	248	203	11, 14, 17, 18, 29	
160867	249	204	11, 14, 18, 29	
160900	249	205	11, 14, 17, 18, 29	
160933	250	206	11, 14, 18, 29	
160967	251	206	11, 14, 17, 18, 29	
161000			11, 14, 18, 29	
161033	362	199	11, 14, 17, 18, 29	
161067	365	199	11, 14, 18, 29	
161100	367	201	11, 14, 17, 18, 29	
161133	366	200	11, 14, 18, 29	
161167	367	201	11, 14, 17, 18, 29	
161200	367	202	11, 14, 18, 29	
161233	368	202	11, 14, 17, 18, 29	
161267	368	203	11, 14, 18, 29	
161300	368	203	11, 14, 17, 18, 29	
161333	368	203	11, 14, 18, 29	
161367	369	204	11, 14, 17, 18, 29	
161400	369	204	11, 14, 18, 29	
161433	370	204	11, 14, 17, 18, 29	
161467	369	205	11, 14, 18, 29	
161500	371	207	11, 14, 17, 18, 29	
161533	370	205	11, 14, 18, 29	
161567	369	206	11, 14, 17, 18, 29	
161600	371	207	11, 14, 18, 29	
161633	370	206	11, 14, 17, 18, 29	
161667	339	205	11, 14, 18, 29	
161700	339	206	11, 14, 17, 18, 29	
161733	340	205	11, 14, 18, 29	
161767	344	210	11, 14, 17, 18, 29	
161800			11, 14, 18, 29	
161833	274	204	11, 14, 17, 18, 29	
161867	275	203	11, 14, 18, 29	
161900	276	204	11, 14, 17, 18, 29	
161933	278	205	11, 14, 18, 29	
161967	278	205	11, 14, 17, 18, 29	
162000	281	207	11, 14, 18, 29	
162033	281	208	11, 14, 17, 18, 29	
162067	279	208	11, 14, 18, 29	
162100	280	209	11, 14, 17, 18, 29	
162133	279	209	11, 14, 18, 29	
162167	278	209	11, 14, 17, 18, 29	
162200	283	210	11, 14, 17, 18, 29	
162233	253	245	11, 14, 17, 18, 29	
162267	251	240	11, 14, 18, 29	
162300	251	240	11, 14, 17, 18, 29	
162333	251	240	11, 13, 14, 18, 29	
162367	252	241	11, 13, 14, 17, 18, 29	
162400	253	242	11, 13, 14, 17, 18, 29	
162433	252	243	11, 13, 14, 17, 18, 29	
162467	247	243	11, 13, 14, 17, 18, 29	
162500	242	241	11, 13, 14, 17, 18, 29	
162533	270	262	11, 13, 14, 17, 18, 29	
162567			11, 13, 14, 17, 18, 29	
162600			11, 13, 14, 17, 18, 29	
162633	274	269	11, 13, 14, 17, 18, 29	
162667	283	189	11, 14, 17, 18, 29	
162700	284	186	11, 14, 17, 18, 29	
162733	277	185	11, 14, 17, 18, 29	
162767	275	187	11, 14, 17, 18, 29	
162800	277	188	11, 14, 17, 18, 29	
162833	280	189	11, 14, 18, 29	
162867	280	190	11, 14, 17, 18, 29	
162900	279	188	11, 14, 18, 29	
162933	280	190	11, 14, 17, 18, 29	
162967	280	191	11, 14, 18, 29	
163000	279	192	11, 14, 17, 18, 29	
163033	272	191	11, 14, 18, 29	
163067	228	298	11, 14, 17, 18, 29	
163100			11, 14, 18, 29	
163133			11, 14, 17, 18, 29	
163167			11, 14, 18, 29	
163200	256	182	11, 14, 17, 18, 29	
163233	268	189	11, 14, 18, 29	
163267	274	192	11, 14, 18, 29	
163300	277	193	11, 14, 17, 18, 29	
163333	278	193	11, 14, 18, 29	
163367	278	193	11, 14, 17, 18, 29	
163400	280	193	11, 14, 18, 29	
163433	280	192	11, 14, 17, 18, 29	
163467	282	193	11, 14, 18, 29	
163500	283	193	11, 14, 18, 29	
163533	282	193	11, 14, 17, 18, 29	
163567	283	193	11, 14, 18, 29	
163600	282	193	11, 14, 18, 29	
163633	282	195	11, 14, 17, 18, 29	
163667	271	191	11, 14, 18, 29	
163700	320	193	11, 14, 18, 29	
163733	318	193	11, 14, 17, 18, 29	
163767	319	195	11, 14, 18, 29	
163800	320	197	11, 14, 18, 29	
163833	321	197	11, 14, 17, 18, 29	
163867	321	198	11, 14, 18, 29	
163900	330	200	11, 14, 18, 29	
163933	245	203	11, 14, 17, 18, 29	
163967	252	203	11, 14, 18, 29	
164000	253	204	11, 14, 17, 18, 29	
164033	255	205	11, 14, 18, 29	
164067	255	205	11, 14, 18, 29	
164100	254	205	11, 14, 17, 18, 29	
164133	328	206	11, 14, 18, 29	
164167	338	196	11, 14, 18, 29	
164200	342	197	11, 14, 17, 18, 29	
164233	343	199	11, 14, 18, 29	
164267	344	200	11, 14, 18, 29	
164300	344	201	11, 14, 17, 18, 29	
164333	345	202	11, 14, 18, 29	
164367	344	201	11, 14, 18, 29	
164400	386	191	11, 14, 17, 18, 29	
164433	376	189	11, 14, 18, 29	
164467	377	190	11, 14, 18, 29	
164500	377	190	11, 14, 17, 18, 29	
164533	377	190	11, 14, 18, 29	
164567	376	192	11, 14, 18, 29	
164600	375	191	11, 14, 17, 18, 29	
164633	376	191	11, 14, 18, 29	
164667	376	192	11, 14, 18, 29	
164700	379	193	11, 14, 17, 18, 29	
164733	379	192	11, 14, 18, 29	
164767	380	192	11, 14, 18, 29	
164800	379	193	11, 14, 17, 18, 29	
164833	379	193	11, 14, 18, 29	
164867	378	192	11, 14, 18, 29	
164900	379	193	11, 14, 17, 18, 29	
164933	380	193	11, 14, 18, 29	
164967	379	193	11, 14, 18, 29	
165000	379	194	11, 14, 17, 18, 29	
165033	414	190	11, 14, 18, 29	
165067	453	185	11, 14, 18, 29	
165100	453	186	11, 14, 17, 18, 29	
165133	453	186	11, 14, 18, 29	
165167	456	187	11, 14, 18, 29	
165200	457	189	11, 14, 17, 18, 29	
165233	456	188	11, 14, 18, 29	
165267	458	189	11, 14, 18, 29	
165300	459	188	11, 14, 17, 18, 29	
165333	461	189	11, 14, 18, 29	
165367			11, 14, 18, 29	
165400	310	132	11, 14, 17, 18, 29	
165433	312	132	11, 14, 18, 29	
165467	315	134	11, 14, 18, 29	
165500	316	137	11, 14, 17, 18, 29	
165533	318	139	11, 14, 18, 29	
165567	318	146	11, 14, 18, 29	
165600	238	214	11, 14, 17, 18, 29	
165633	240	206	11, 14, 18, 29	
165667	240	211	11, 14, 18, 29	
165700	242	213	11, 14, 17, 18, 29	
165733	243	213	11, 14, 18, 29	
165767	243	213	11, 14, 18, 29	
165800	245	213	11, 14, 17, 18, 29	
165833	246	214	11, 14, 18, 29	
165867	247	215	11, 14, 18, 29	
165900	246	213	11, 14, 17, 18, 29	
165933	244	213	11, 14, 18, 29	
165967	238	214	11, 14, 18, 29	
166000	217	237	11, 14, 17, 18, 29	
166033			11, 14, 18, 29	
166067			11, 14, 18, 29	
166100	322	224	11, 14, 17, 18, 29	
166133	352	149	11, 14, 18, 29	
166167	354	151	11, 14, 18, 29	
166200	356	150	11, 14, 17, 18, 29	
166233	357	150	11, 14, 18, 29	
166267	359	153	11, 14, 18, 29	
166300	363	153	11, 14, 17, 18, 29	
166333	299	152	11, 14, 18, 29	
166367	302	155	11, 14, 18, 29	
166400	303	157	11, 14, 17, 18, 29	
166433	306	159	11, 14, 18, 29	
166467	309	162	11, 14, 18, 29	
166500	309	163	11, 14, 17, 18, 29	
166533	312	165	11, 14, 18, 29	
166567	315	167	11, 14, 18, 29	
166600	317	171	11, 14, 18, 29	
166633	313	171	11, 14, 17, 18, 29	
166667	314	170	11, 14, 18, 29	
166700	315	170	11, 14, 18, 29	
166733	315	169	11, 14, 17, 18, 29	
166767	316	170	11, 14, 18, 29	
166800	315	170	11, 14, 18, 29	
166833	316	170	11, 14, 17, 18, 29	
166867	316	171	11, 14, 18, 29	
166900	315	170	11, 14, 18, 29	
166933	315	170	11, 14, 17, 18, 29	
166967	317	171	11, 14, 18, 29	
167000	318	171	11, 14, 18, 29	
167033	305	179	11, 14, 17, 18, 29	
167067	274	184	11, 14, 15, 18, 29	
167100	274	183	11, 14, 15, 18, 29	
167133	274	185	11, 14, 15, 17, 18, 29	
167167	273	185	11, 14, 15, 18, 29	
167200	273	184	11, 14, 15, 18, 29	
167233	274	185	11, 14, 17, 18, 29	
167267	273	185	11, 14, 15, 18, 29	
167300	275	187	11, 14, 18, 29	
167333	281	189	11, 14, 17, 18, 29	
167367	223	191	11, 14, 18, 29	
167400	224	191	11, 14, 18, 29	
167433	226	194	11, 14, 17, 18, 29	
167467	227	196	11, 14, 18, 29	
167500	229	196	11, 14, 18, 29	
167533	230	196	11, 14, 17, 18, 29	
167567	231	197	11, 14, 18, 29	
167600	227	193	11, 14, 18, 29	
167633			11, 14, 17, 18, 29	
167667			11, 14, 18, 29	
167700	179	340	11, 14, 18, 29	
167733			11, 14, 17, 18, 29	
167767	219	192	11, 14, 18, 29	
167800	227	193	11, 14, 18, 29	
167833	230	195	11, 14, 17, 18, 29	
167867	232	196	11, 14, 18, 29	
167900	234	197	11, 14, 18, 29	
167933	237	198	11, 14, 17, 18, 29	
167967	237	199	11, 14, 18, 29	
168000	236	198	11, 14, 18, 29	
168033	236	200	11, 14, 17, 18, 29	
168067	236	200	11, 14, 18, 29	
168100	235	201	11, 14, 18, 29	
168133	237	207	11, 14, 17, 18, 29	
168167	243	221	11, 14, 18, 29	
168200	245	222	11, 14, 18, 29	
168233	244	221	11, 14, 17, 18, 29	
168267	246	222	11, 14, 18, 29	
168300	246	222	11, 14, 17, 18, 29	
168333	247	223	11, 14, 18, 29	
168367	245	223	11, 14, 18, 29	
168400	246	223	11, 14, 17, 18, 29	
168433	243	222	11, 14, 18, 29	
168467	251	223	11, 14, 18, 29	
168500	234	253	11, 14, 17, 18, 29	
168533	234	252	11, 14, 18, 29	
168567	234	253	11, 14, 18, 29	
168600	235	253	11, 14, 17, 18, 29	
168633	237	254	11, 14, 18, 29	
168667	237	253	11, 14, 18, 29	
168700	237	253	11, 14, 17, 18, 29	
168733	237	253	11, 14, 18, 29	
168767	236	253	11, 14, 18, 29	
168800	238	254	11, 14, 17, 18, 29	
168833	238	255	11, 14, 18, 29	
168867	239	255	11, 14, 17, 18, 29	
168900	238	254	11, 14, 18, 29	
168933	239	254	11, 14, 18, 29	
168967	239	254	11, 14, 17, 18, 29	
169000	239	255	11, 14, 18, 29	
169033	238	254	11, 14, 18, 29	
169067	265	232	11, 14, 17, 18, 29	
169100	252	188	11, 14, 18, 29	
169133	256	189	11, 14, 18, 29	
169167	256	189	11, 14, 17, 18, 29	
169200	258	191	11, 14, 18, 29	
169233	259	191	11, 14, 18, 29	
169267	261	193	11, 14, 17, 18, 29	
169300	259	192	11, 14, 18, 29	
169333	265	196	11, 14, 18, 29	
169367	243	257	11, 14, 17, 18, 29	
169400	237	249	11, 14, 18, 29	
169433	240	252	11, 14, 18, 29	
169467	240	254	11, 14, 17, 18, 29	
169500	240	254	11, 14, 18, 29	
169533	239	254	11, 14, 18, 29	
169567	241	255	11, 14, 17, 18, 29	
169600	243	255	11, 14, 18, 29	
169633	242	256	11, 14, 18, 29	
169667	241	255	11, 14, 17, 18, 29	
169700	241	253	11, 14, 18, 29	
169733	240	253	11, 14, 18, 29	
169767	232	265	11, 14, 17, 18, 29	
169800	231	264	11, 14, 18, 29	
169833	232	264	11, 14, 18, 29	
169867	234	264	11, 14, 17, 18, 29	
169900	234	264	11, 14, 18, 29	
169933	235	264	11, 14, 17, 18, 29	
169967	236	266	11, 14, 18, 29	
170000	237	266	11, 14, 17, 18, 29	
170033	248	257	11, 14, 18, 29	
170067	246	156	11, 14, 17, 18, 29	
170100	243	160	11, 14, 18, 29	
170133	245	161	11, 14, 18, 29	
170167	247	162	11, 14, 17, 18, 29	
170200	249	162	11, 14, 18, 29	
170233	251	162	11, 14, 18, 29	
170267	255	167	11, 14, 15, 17, 18, 29	
170300	248	161	11, 14, 15, 18, 29	
170333	220	209	11, 14, 15, 18, 29	
170367			11, 14, 15, 17, 18, 29	
170400			11, 14, 15, 18, 29	
170433	328	344	11, 14, 15, 18, 29	
170467	384	214	11, 14, 15, 17, 18, 29	
170500	384	195	11, 14, 15, 18, 29	
170533	386	193	11, 14, 15, 18, 29	
170567	391	197	11, 14, 15, 17, 18, 29	
170600	392	198	11, 14, 15, 18, 29	
170633	395	198	11, 14, 15, 18, 29	
170667			11, 14, 15, 17, 18, 29	
170700	226	196	11, 14, 15, 18, 29	
170733	225	196	11, 14, 15, 18, 29	
170767	227	197	11, 14, 15, 17, 18, 29	
170800	229	198	11, 14, 15, 18, 29	
170833	232	199	11, 14, 15, 18, 29	
170867	232	199	11, 14, 15, 17, 18, 29	
170900	232	201	11, 14, 15, 18, 29	
170933	223	216	11, 14, 15, 18, 29	
170967	213	278	11, 14, 15, 17, 18, 29	
171000	203	275	11, 14, 15, 18, 29	
171033	204	274	11, 14, 15, 18, 29	
171067	209	274	11, 14, 15, 17, 18, 29	
171100	211	276	11, 14, 15, 18, 29	
171133	211	277	11, 14, 15, 18, 29	
171167	212	276	11, 14, 15, 17, 18, 29	
171200	214	277	11, 14, 15, 18, 29	
171233	214	278	11, 14, 15, 18, 29	
171267	215	279	11, 14, 15, 17, 18, 29	
171300	213	281	11, 14, 15, 18, 29	
171333	213	279	11, 14, 15, 18, 29	
171367	215	281	11, 14, 15, 17, 18, 29	
171400	216	280	11, 14, 15, 18, 29	
171433	215	280	11, 14, 15, 18, 29	
171467	216	281	11, 14, 15, 17, 18, 29	
171500	216	279	11, 14, 15, 18, 29	
171533	214	282	11, 14, 15, 18, 29	
171567	210	281	11, 14, 15, 17, 18, 29	
171600	247	201	11, 14, 15, 18, 29	
171633	228	178	11, 14, 15, 18, 29	
171667	230	180	11, 14, 15, 17, 18, 29	
171700	232	181	11, 14, 15, 18, 29	
171733	235	183	11, 14, 15, 18, 29	
171767	235	184	11, 14, 15, 17, 18, 29	
171800	227	184	11, 14, 15, 18, 29	
171833	199	297	11, 14, 15, 18, 29	
171867			11, 14, 15, 17, 18, 29	
171900			11, 14, 15, 18, 29	
171933	221	210	11, 14, 15, 18, 29	
171967	227	182	11, 14, 15, 17, 18, 29	
172000	230	198	11, 14, 15, 18, 29	
172033	235	201	11, 14, 15, 18, 29	
172067	235	202	11, 14, 15, 18, 29	
172100	237	202	11, 14, 15, 17, 18, 29	
172133	239	204	11, 14, 15, 18, 29	
172167	237	203	11, 14, 15, 18, 29	
172200	237	203	11, 14, 15, 17, 18, 29	
172233	237	202	11, 14, 15, 18, 29	
172267	235	202	11, 14, 15, 18, 29	
172300	238	240	11, 14, 15, 17, 18, 29	
172333	237	250	11, 14, 15, 18, 29	
172367	237	250	11, 14, 15, 18, 29	
172400	238	251	11, 14, 15, 17, 18, 29	
172433	238	251	11, 14, 15, 18, 29	
172467	238	252	11, 14, 15, 18, 29	
172500	238	253	11, 14, 15, 17, 18, 29	
172533	239	253	11, 14, 15, 18, 29	
172567	240	253	11, 14, 15, 18, 29	
172600	241	253	11, 14, 15, 17, 18, 29	
172633	241	253	11, 14, 15, 18, 29	
172667	243	258	11, 14, 15, 18, 29	
172700	243	254	11, 14, 15, 17, 18, 29	
172733	243	255	11, 14, 15, 18, 29	
172767	244	256	11, 14, 15, 18, 29	
172800	245	257	11, 14, 15, 17, 18, 29	
172833	225	208	11, 14, 15, 18, 29	
172867	214	179	11, 14, 15, 18, 29	
172900	217	181	11, 14, 15, 18, 29	
172933	216	182	11, 14, 15, 17, 18, 29	
172967	218	181	11, 14, 15, 18, 29	
173000	220	183	11, 14, 15, 18, 29	
173033	222	184	11, 14, 15, 17, 18, 29	
173067	225	186	11, 14, 15, 18, 29	
173100	226	186	11, 14, 15, 18, 29	
173133	225	188	11, 14, 15, 17, 18, 29	
173167	208	228	11, 14, 15, 18, 29	
173200			11, 14, 15, 18, 29	
173233			11, 14, 15, 17, 18, 29	
173267			11, 14, 15, 18, 29	
173300	219	193	11, 14, 15, 18, 29	
173333	222	196	11, 14, 15, 17, 18, 29	
173367	225	197	11, 14, 15, 18, 29	
173400	228	197	11, 14, 15, 18, 29	
173433	229	197	11, 14, 15, 18, 29	
173467	232	199	11, 14, 15, 17, 18, 29	
173500	232	200	11, 14, 15, 18, 29	
173533	235	204	11, 14, 15, 18, 29	
173567	235	204	11, 14, 15, 17, 18, 29	
173600	224	233	11, 14, 15, 18, 29	
173633	224	261	11, 14, 15, 18, 29	
173667	224	260	11, 14, 15, 17, 18, 29	
173700	224	260	11, 14, 15, 18, 29	
173733	225	260	11, 14, 15, 18, 29	
173767	227	261	11, 14, 15, 17, 18, 29	
173800	227	261	11, 14, 15, 18, 29	
173833	226	262	11, 14, 15, 18, 29	
173867	228	263	11, 14, 15, 17, 18, 29	
173900	229	263	11, 14, 15, 18, 29	
173933	229	265	11, 14, 15, 18, 29	
173967	212	182	11, 14, 15, 17, 18, 29	
174000	208	184	11, 14, 15, 18, 29	
174033	209	184	11, 14, 15, 18, 29	
174067	211	186	11, 14, 15, 17, 18, 29	
174100	212	186	11, 14, 15, 18, 29	
174133	213	186	11, 14, 15, 18, 29	
174167	212	186	11, 14, 15, 17, 18, 29	
174200	214	188	11, 14, 15, 18, 29	
174233	214	188	11, 14, 15, 18, 29	
174267	215	188	11, 14, 15, 17, 18, 29	
174300	216	190	11, 14, 15, 18, 29	
174333	216	189	11, 14, 15, 18, 29	
174367	239	194	11, 14, 15, 17, 18, 29	
174400	317	167	11, 14, 15, 18, 29	
174433	313	170	11, 14, 15, 18, 29	
174467	316	172	11, 14, 15, 18, 29	
174500	318	173	11, 14, 15, 17, 18, 29	
174533	319	174	11, 14, 15, 18, 29	
174567	318	174	11, 14, 15, 18, 29	
174600	320	175	11, 14, 15, 17, 18, 29	
174633	322	176	11, 14, 15, 18, 29	
174667	328	176	11, 14, 15, 18, 29	
174700	236	198	11, 14, 15, 17, 18, 29	
174733	246	201	11, 14, 15, 18, 29	
174767	248	201	11, 14, 15, 18, 29	
174800	248	201	11, 14, 15, 17, 18, 29	
174833	248	201	11, 14, 15, 18, 29	
174867	246	201	11, 14, 15, 18, 29	
174900	305	202	11, 14, 15, 17, 18, 29	
174933	380	206	11, 14, 15, 18, 29	
174967	377	206	11, 14, 15, 18, 29	
175000	380	206	11, 14, 15, 18, 29	
175033	383	208	11, 14, 15, 17, 18, 29	
175067				
175100	383	210	11, 14, 15, 18, 29	
175133				
175167	383	212	11, 14, 15, 18, 29	
175200				
175233	359	270	11, 14, 15, 17, 18, 29	
175267			11, 14, 15, 18, 29	
175300			11, 14, 15, 18, 29	
175333				
175367	214	152	11, 14, 15, 18, 29	
175400	230	165	11, 14, 15, 18, 29	
175433	229	165	11, 14, 15, 17, 18, 29	
175467				
175500	233	169	11, 14, 15, 18, 29	
175533	234	170	11, 14, 15, 17, 18, 29	
175567	237	170	11, 14, 15, 18, 29	
175600				
175633	238	170	11, 14, 15, 18, 29	
175667	284	205	11, 14, 15, 17, 18, 29	
175700	275	200	11, 14, 15, 18, 29	
175733				
175767	281	200	11, 14, 15, 17, 18, 29	
175800	283	204	11, 14, 15, 18, 29	
175833	282	203	11, 14, 15, 18, 29	
175867	283	204	11, 14, 15, 17, 18, 29	
175900	284	204	11, 14, 15, 18, 29	
175933	284	204	11, 14, 15, 18, 29	
175967	284	204	11, 14, 15, 17, 18, 29	
176000	285	205	11, 14, 15, 18, 29	
176033	282	204	11, 14, 15, 18, 29	
176067	316	232	11, 14, 15, 17, 18, 29	
176100	319	234	11, 14, 15, 18, 29	
176133	319	234	11, 14, 15, 18, 29	
176167	322	235	11, 14, 15, 17, 18, 29	
176200	321	235	11, 14, 15, 18, 29	
176233	323	236	11, 14, 15, 18, 29	
176267	322	236	11, 14, 15, 17, 18, 29	
176300	324	236	11, 14, 15, 18, 29	
176333	323	236	11, 14, 15, 18, 29	
176367	324	236	11, 14, 15, 17, 18, 29	
176400	325	237	11, 14, 15, 18, 29	
176433	311	230	11, 14, 15, 18, 29	
176467	374	261	11, 14, 15, 17, 18, 29	
176500	373	260	11, 14, 15, 18, 29	
176533	374	261	11, 14, 15, 18, 29	
176567	373	261	11, 14, 15, 18, 29	
176600	374	262	11, 14, 15, 17, 18, 29	
176633	376	263	11, 14, 15, 18, 29	
176667	375	263	11, 14, 15, 18, 29	
176700	376	263	11, 14, 15, 17, 18, 29	
176733	379	265	11, 14, 15, 18, 29	
176767	377	264	11, 14, 15, 18, 29	
176800	377	265	11, 14, 15, 17, 18, 29	
176833	382	266	11, 14, 15, 18, 29	
176867	288	201	11, 14, 15, 18, 29	
176900	274	185	11, 14, 15, 17, 18, 29	
176933	274	187	11, 14, 15, 18, 29	
176967	276	188	11, 14, 15, 18, 29	
177000	278	189	11, 14, 15, 17, 18, 29	
177033	277	189	11, 14, 15, 18, 29	
177067	269	192	11, 14, 15, 18, 29	
177100			11, 14, 15, 17, 18, 29	
177133			11, 14, 15, 18, 29	
177167			11, 14, 15, 18, 29	
177200	262	224	11, 14, 15, 17, 18, 29	
177233	276	188	11, 14, 15, 18, 29	
177267	264	190	11, 14, 15, 18, 29	
177300	260	191	11, 14, 15, 17, 18, 29	
177333	262	192	11, 14, 15, 18, 29	
177367	263	191	11, 14, 15, 18, 29	
177400	265	193	11, 14, 15, 17, 18, 29	
177433	264	192	11, 14, 15, 18, 29	
177467	266	192	11, 14, 15, 18, 29	
177500	266	193	11, 14, 15, 17, 18, 29	
177533	267	191	11, 14, 15, 18, 29	
177567	230	202	11, 14, 15, 18, 29	
177600	232	201	11, 14, 15, 17, 18, 29	
177633	233	201	11, 14, 15, 18, 29	
177667	233	203	11, 14, 15, 18, 29	
177700	232	202	11, 14, 15, 17, 18, 29	
177733	233	203	11, 14, 15, 18, 29	
177767	235	204	11, 14, 15, 18, 29	
177800	236	205	11, 14, 15, 17, 18, 29	
177833	208	222	11, 14, 15, 18, 29	
177867	175	230	11, 14, 15, 18, 29	
177900	177	231	11, 14, 15, 17, 18, 29	
177933	179	233	11, 14, 15, 18, 29	
177967	180	234	11, 14, 15, 18, 29	
178000	181	236	11, 14, 15, 17, 18, 29	
178033	182	236	11, 14, 15, 18, 29	
178067			11, 14, 15, 18, 29	
178100	237	203	11, 14, 15, 18, 29	
178133	237	202	11, 14, 15, 17, 18, 29	
178167	239	203	11, 14, 15, 18, 29	
178200	240	204	11, 14, 15, 18, 29	
178233	242	205	11, 14, 15, 17, 18, 29	
178267	242	205	11, 14, 15, 18, 29	
178300	244	206	11, 14, 15, 18, 29	
178333	243	206	11, 14, 15, 17, 18, 29	
178367	245	207	11, 14, 15, 18, 29	
178400	245	207	11, 14, 15, 18, 29	
178433	245	207	11, 14, 15, 17, 18, 29	
178467	246	208	11, 14, 15, 18, 29	
178500	248	208	11, 14, 15, 18, 29	
178533	248	207	11, 14, 15, 17, 18, 29	
178567	249	206	11, 14, 15, 18, 29	
178600	249	205	11, 14, 15, 18, 29	
178633	235	199	11, 14, 15, 17, 18, 29	
178667	200	299	11, 14, 15, 18, 29	
178700			11, 14, 15, 18, 29	
178733			11, 14, 15, 17, 18, 29	
178767	217	210	11, 14, 15, 18, 29	
178800	215	178	11, 14, 15, 18, 29	
178833	224	183	11, 14, 15, 17, 18, 29	
178867	228	185	11, 14, 15, 18, 29	
178900	231	187	11, 14, 15, 18, 29	
178933	235	188	11, 14, 15, 17, 18, 29	
178967	222	185	11, 14, 15, 18, 29	
179000	325	172	11, 14, 15, 18, 29	
179033	318	173	11, 14, 15, 17, 18, 29	
179067	321	176	11, 14, 15, 18, 29	
179100	325	177	11, 14, 15, 18, 29	
179133	325	177	11, 14, 15, 17, 18, 29	
179167	328	177	11, 14, 15, 18, 29	
179200	297	223	11, 14, 15, 18, 29	
179233	291	249	11, 14, 15, 17, 18, 29	
179267	289	249	11, 14, 15, 18, 29	
179300	289	248	11, 14, 15, 18, 29	
179333	292	250	11, 14, 15, 17, 18, 29	
179367	293	250	11, 14, 15, 18, 29	
179400	294	251	11, 14, 15, 18, 29	
179433	294	251	11, 14, 15, 17, 18, 29	
179467	294	251	11, 14, 15, 18, 29	
179500	294	250	11, 14, 15, 18, 29	
179533	294	250	11, 14, 15, 17, 18, 29	
179567	297	252	11, 14, 15, 18, 29	
179600	297	251	11, 14, 15, 18, 29	
179633	294	256	11, 14, 15, 17, 18, 29	
179667	292	172	11, 14, 15, 18, 29	
179700	288	174	11, 14, 15, 18, 29	
179733	291	177	11, 14, 15, 17, 18, 29	
179767	281	176	11, 14, 15, 18, 29	
179800			11, 14, 15, 18, 29	
179833			11, 14, 15, 18, 29	
179867			11, 14, 15, 17, 18, 29	
179900	280	284	11, 14, 15, 18, 29	
179933	277	269	11, 14, 15, 18, 29	
179967	282	272	11, 14, 15, 17, 18, 29	
180000	286	275	11, 14, 15, 18, 29	
180033	290	279	11, 14, 15, 18, 29	
