RecordingTimestamp	GazePointX (ADCSpx)	GazePointY (ADCSpx)	IRMarkerID	
97233	314	164	11, 13, 14, 18, 29	
97267	313	164	11, 13, 14, 17, 18, 29	
97300	302	154	11, 13, 14, 17, 18, 29	
97333	365	202	11, 13, 14, 18, 29	
97367	363	202	11, 13, 14, 17, 18, 29	
97400	364	203	11, 13, 14, 18, 29	
97433	365	203	11, 13, 14, 17, 18, 29	
97467	366	204	11, 13, 14, 18, 29	
97500	373	207	11, 13, 14, 17, 18, 29	
97533	188	161	11, 13, 14, 18, 29	
97567	176	138	11, 13, 14, 17, 18, 29	
97600	179	140	11, 13, 14, 18, 29	
97633	183	137	11, 13, 14, 17, 18, 29	
97667	184	141	11, 13, 14, 18, 29	
97700	186	143	11, 13, 14, 17, 18, 29	
97733	186	144	11, 13, 14, 17, 18, 29	
97767	188	145	11, 13, 14, 18, 29	
97800	188	145	11, 13, 14, 17, 18, 29	
97833	189	145	11, 13, 14, 17, 18, 29	
97867	192	146	11, 13, 14, 17, 18, 29	
97900	192	147	11, 13, 14, 17, 18, 29	
97933	193	147	11, 13, 14, 17, 18, 29	
97967	181	143	11, 13, 14, 18, 29	
98000			11, 13, 14, 17, 18, 29	
98033	357	185	11, 13, 14, 17, 18, 29	
98067	355	185	11, 13, 14, 18, 29	
98100	358	188	11, 13, 14, 17, 18, 29	
98133	358	188	11, 13, 14, 18, 29	
98167	360	189	11, 13, 14, 17, 18, 29	
98200	361	189	11, 13, 14, 17, 18, 29	
98233	362	189	11, 13, 14, 18, 29	
98267	363	190	11, 13, 14, 17, 18, 29	
98300	363	190	11, 13, 14, 17, 18, 29	
98333	362	189	11, 13, 14, 18, 29	
98367	363	190	11, 13, 14, 17, 18, 29	
98400	361	190	11, 13, 14, 18, 29	
98433	362	190	11, 13, 14, 17, 18, 29	
98467	362	190	11, 13, 14, 18, 29	
98500	362	191	11, 13, 14, 17, 18, 29	
98533	362	190	11, 13, 14, 18, 29	
98567	362	190	11, 13, 14, 17, 18, 29	
98600	362	191	11, 13, 14, 17, 18, 29	
98633	363	191	11, 13, 14, 18, 29	
98667	362	191	11, 13, 14, 17, 18, 29	
98700	363	192	11, 13, 14, 17, 18, 29	
98733	363	192	11, 13, 14, 18, 29	
98767	362	191	11, 13, 14, 17, 18, 29	
98800	363	192	11, 13, 14, 17, 18, 29	
98833	364	192	11, 13, 14, 17, 18, 29	
98867	363	192	11, 13, 14, 17, 18, 29	
98900	363	191	11, 13, 14, 17, 18, 29	
98933	362	190	11, 13, 14, 17, 18, 29	
98967	361	188	11, 13, 14, 18, 29	
99000	355	187	11, 13, 14, 17, 18, 29	
99033	341	243	11, 13, 14, 17, 18, 29	
99067			11, 13, 14, 17, 18, 29	
99100			11, 13, 14, 18, 29	
99133	318	322	11, 13, 14, 17, 18, 29	
99167	337	183	11, 13, 14, 17, 18, 29	
99200	344	186	11, 13, 14, 17, 18, 29	
99233	348	187	11, 13, 14, 18, 29	
99267	354	188	11, 13, 14, 17, 18, 29	
99300	356	187	11, 13, 14, 17, 18, 29	
99333	356	186	11, 13, 14, 18, 29	
99367	356	186	11, 13, 14, 17, 18, 29	
99400	359	187	11, 13, 14, 18, 29	
99433	360	189	11, 13, 14, 17, 18, 29	
99467	360	189	11, 13, 14, 17, 18, 29	
99500	357	190	11, 13, 14, 18, 29	
99533	356	189	11, 13, 14, 17, 18, 29	
99567	358	188	11, 13, 14, 18, 29	
99600	357	189	11, 13, 14, 17, 18, 29	
99633	357	199	11, 13, 14, 17, 18, 29	
99667			11, 13, 14, 18, 29	
99700			11, 13, 14, 17, 18, 29	
99733			11, 13, 14, 18, 29	
99767	293	440	11, 13, 14, 17, 18, 29	
99800	347	272	11, 13, 14, 18, 29	
99833	357	204	11, 13, 14, 17, 18, 29	
99867	358	203	11, 13, 14, 18, 29	
99900	360	199	11, 13, 14, 17, 18, 29	
99933	363	199	11, 13, 14, 18, 29	
99967	366	199	11, 13, 14, 17, 18, 29	
100000	368	199	11, 13, 14, 18, 29	
100033	370	199	11, 13, 14, 17, 18, 29	
100067	370	199	11, 13, 14, 18, 29	
100100	370	200	11, 13, 14, 17, 18, 29	
100133	371	201	11, 13, 14, 18, 29	
100167	372	201	11, 13, 14, 17, 18, 29	
100200	374	201	11, 13, 14, 18, 29	
100233	369	200	11, 13, 14, 17, 18, 29	
100267	381	211	11, 13, 14, 17, 18, 29	
100300	381	209	11, 13, 14, 18, 29	
100333	382	210	11, 13, 14, 17, 18, 29	
100367	383	210	11, 13, 14, 18, 29	
100400	384	211	11, 13, 14, 17, 18, 29	
100433	384	212	11, 13, 14, 18, 29	
100467	384	212	11, 13, 14, 17, 18, 29	
100500	383	212	11, 13, 14, 18, 29	
100533	384	212	11, 13, 14, 17, 18, 29	
100567	385	213	11, 13, 14, 18, 29	
100600	387	217	11, 13, 14, 17, 18, 29	
100633	387	214	11, 13, 14, 18, 29	
100667	387	213	11, 13, 14, 17, 18, 29	
100700	387	213	11, 13, 14, 18, 29	
100733	388	214	11, 13, 14, 17, 18, 29	
100767			11, 13, 14, 18, 29	
100800	243	161	11, 13, 14, 17, 18, 29	
100833	253	156	11, 13, 14, 17, 18, 29	
100867	255	156	11, 13, 14, 17, 18, 29	
100900	256	158	11, 13, 14, 17, 18, 29	
100933	261	160	11, 13, 14, 17, 18, 29	
100967			11, 13, 14, 17, 18, 29	
101000	103	133	11, 13, 14, 17, 18, 29	
101033	106	134	11, 13, 14, 18, 29	
101067	108	136	11, 13, 14, 17, 18, 29	
101100	110	137	11, 13, 14, 18, 29	
101133	109	137	11, 13, 14, 17, 18, 29	
101167			11, 13, 14, 17, 18, 29	
101200	364	187	11, 13, 14, 18, 29	
101233	367	194	11, 13, 14, 17, 18, 29	
101267	360	191	11, 13, 14, 17, 18, 29	
101300	364	192	11, 13, 14, 18, 29	
101333	365	191	11, 13, 14, 17, 18, 29	
101367	366	192	11, 13, 14, 18, 29	
101400	368	194	11, 13, 14, 17, 18, 29	
101433	364	195	11, 13, 14, 18, 29	
101467	384	210	11, 13, 14, 17, 18, 29	
101500	382	208	11, 13, 14, 18, 29	
101533	381	208	11, 13, 14, 17, 18, 29	
101567	380	208	11, 13, 14, 17, 18, 29	
101600	381	210	11, 13, 14, 17, 18, 29	
101633	381	210	11, 13, 14, 17, 18, 29	
101667	385	211	11, 13, 14, 17, 18, 29	
101700	286	158	11, 13, 14, 18, 29	
101733	291	159	11, 13, 14, 17, 18, 29	
101767	292	161	11, 13, 14, 18, 29	
101800	295	163	11, 13, 14, 17, 18, 29	
101833	295	164	11, 13, 14, 18, 29	
101867	297	164	11, 13, 14, 17, 18, 29	
101900	298	165	11, 13, 14, 18, 29	
101933	300	167	11, 13, 14, 17, 18, 29	
101967	288	163	11, 13, 14, 18, 29	
102000	391	183	11, 13, 14, 17, 18, 29	
102033	381	181	11, 13, 14, 18, 29	
102067	382	182	11, 13, 14, 17, 18, 29	
102100	385	184	11, 13, 14, 17, 18, 29	
102133	386	185	11, 13, 14, 18, 29	
102167	386	186	11, 13, 14, 17, 18, 29	
102200	389	190	11, 13, 14, 17, 18, 29	
102233	391	190	11, 13, 14, 17, 18, 29	
102267	391	191	11, 13, 14, 17, 18, 29	
102300	391	191	11, 13, 14, 17, 18, 29	
102333	392	191	11, 13, 14, 17, 18, 29	
102367	393	192	11, 13, 14, 18, 29	
102400	400	191	11, 13, 14, 17, 18, 29	
102433	306	204	11, 13, 14, 17, 18, 29	
102467	308	200	11, 13, 14, 17, 18, 29	
102500	311	202	11, 13, 14, 18, 29	
102533	311	203	11, 13, 14, 17, 18, 29	
102567	312	204	11, 13, 14, 17, 18, 29	
102600	314	206	11, 13, 14, 17, 18, 29	
102633	314	206	11, 13, 14, 17, 18, 29	
102667	316	206	11, 13, 14, 18, 29	
102700	317	207	11, 13, 14, 17, 18, 29	
102733	317	207	11, 13, 14, 18, 29	
102767	316	208	11, 13, 14, 17, 18, 29	
102800	300	203	11, 13, 14, 18, 29	
102833			11, 13, 14, 17, 18, 29	
102867			11, 13, 14, 18, 29	
102900	369	259	11, 13, 14, 17, 18, 29	
102933	380	177	11, 13, 14, 18, 29	
102967	379	178	11, 13, 14, 17, 18, 29	
103000	378	175	11, 13, 14, 17, 18, 29	
103033	381	175	11, 13, 14, 18, 29	
103067	382	175	11, 13, 14, 17, 18, 29	
103100	383	174	11, 13, 14, 18, 29	
103133	384	175	11, 13, 14, 17, 18, 29	
103167	384	174	11, 13, 14, 17, 18, 29	
103200	318	168	11, 13, 14, 17, 18, 29	
103233	302	164	11, 13, 14, 17, 18, 29	
103267	302	165	11, 13, 14, 17, 18, 29	
103300	303	165	11, 13, 14, 17, 18, 29	
103333	303	166	11, 13, 14, 17, 18, 29	
103367	303	165	11, 13, 14, 17, 18, 29	
103400	304	166	11, 13, 14, 17, 18, 29	
103433	304	166	11, 13, 14, 17, 18, 29	
103467	305	167	11, 13, 14, 17, 18, 29	
103500	308	168	11, 13, 14, 17, 18, 29	
103533	308	169	11, 13, 14, 17, 18, 29	
103567	308	169	11, 13, 14, 17, 18, 29	
103600	303	168	11, 13, 14, 17, 18, 29	
103633	371	181	11, 13, 14, 17, 18, 29	
103667	363	179	11, 13, 14, 17, 18, 29	
103700	362	179	11, 13, 14, 17, 18, 29	
103733	363	181	11, 13, 14, 17, 18, 29	
103767	364	181	11, 13, 14, 17, 18, 29	
103800	364	182	11, 13, 14, 18, 29	
103833	365	182	11, 13, 14, 17, 18, 29	
103867	363	181	11, 13, 14, 18, 29	
103900	350	186	11, 13, 14, 17, 18, 29	
103933	309	334	11, 13, 14, 17, 18, 29	
103967			11, 13, 14, 18, 29	
104000			11, 13, 14, 17, 18, 29	
104033	352	205	11, 13, 14, 18, 29	
104067	343	176	11, 13, 14, 17, 18, 29	
104100	330	163	11, 13, 14, 18, 29	
104133	331	162	11, 13, 14, 17, 18, 29	
104167	335	165	11, 13, 14, 18, 29	
104200	337	164	11, 13, 14, 17, 18, 29	
104233	338	164	11, 13, 14, 18, 29	
104267	341	167	11, 13, 14, 17, 18, 29	
104300	338	164	11, 13, 14, 18, 29	
104333	409	164	11, 13, 14, 17, 18, 29	
104367	441	175	11, 13, 14, 18, 29	
104400	444	177	11, 13, 14, 17, 18, 29	
104433	446	178	11, 13, 14, 18, 29	
104467	446	179	11, 13, 14, 17, 18, 29	
104500	446	179	11, 13, 14, 18, 29	
104533	446	179	11, 13, 14, 17, 18, 29	
104567	447	180	11, 13, 14, 18, 29	
104600	447	180	11, 13, 14, 17, 18, 29	
104633	448	181	11, 13, 14, 18, 29	
104667	449	182	11, 13, 14, 17, 18, 29	
104700	450	182	11, 13, 14, 18, 29	
104733	312	143	11, 13, 14, 17, 18, 29	
104767	230	133	11, 13, 14, 18, 29	
104800	224	128	11, 13, 14, 17, 18, 29	
104833	227	128	11, 13, 14, 18, 29	
104867	230	130	11, 13, 14, 17, 18, 29	
104900	237	138	11, 13, 14, 18, 29	
104933	163	139	11, 13, 14, 17, 18, 29	
104967	63	122	11, 13, 14, 18, 29	
105000	76	125	11, 13, 14, 17, 18, 29	
105033			11, 13, 14, 18, 29	
105067			11, 13, 14, 17, 18, 29	
105100	67	121	11, 13, 14, 18, 29	
105133			11, 13, 14, 17, 18, 29	
105167	336	155	11, 13, 14, 18, 29	
105200	334	153	11, 13, 14, 17, 18, 29	
105233	335	155	11, 13, 14, 18, 29	
105267	337	155	11, 13, 14, 17, 18, 29	
105300	338	157	11, 13, 14, 18, 29	
105333	339	158	11, 13, 14, 17, 18, 29	
105367	340	158	11, 13, 14, 18, 29	
105400	340	158	11, 13, 14, 17, 18, 29	
105433	341	159	11, 13, 14, 18, 29	
105467	341	159	11, 13, 14, 17, 18, 29	
105500	341	159	11, 13, 14, 18, 29	
105533	343	161	11, 13, 14, 17, 18, 29	
105567	343	160	11, 13, 14, 18, 29	
105600	346	164	11, 13, 14, 17, 18, 29	
105633	330	170	11, 13, 14, 18, 29	
105667	261	182	11, 13, 14, 17, 18, 29	
105700	265	181	11, 13, 14, 18, 29	
105733	269	186	11, 13, 14, 17, 18, 29	
105767	272	187	11, 13, 14, 18, 29	
105800	271	187	11, 13, 14, 17, 18, 29	
105833	272	188	11, 13, 14, 18, 29	
105867	270	189	11, 13, 14, 17, 18, 29	
105900	271	190	11, 13, 14, 18, 29	
105933	223	177	11, 13, 14, 17, 18, 29	
105967			11, 13, 14, 18, 29	
106000	43	164	11, 13, 14, 17, 18, 29	
106033	48	165	11, 13, 14, 18, 29	
106067	52	167	11, 13, 14, 17, 18, 29	
106100			11, 13, 14, 18, 29	
106133			11, 13, 14, 17, 18, 29	
106167	59	175	11, 13, 14, 18, 29	
106200			11, 13, 14, 17, 18, 29	
106233			11, 13, 14, 18, 29	
106267			11, 13, 14, 17, 18, 29	
106300	258	169	11, 13, 14, 17, 18, 29	
106333	254	168	11, 13, 14, 18, 29	
106367	255	170	11, 13, 14, 17, 18, 29	
106400	255	171	11, 13, 14, 18, 29	
106433	256	172	11, 13, 14, 17, 18, 29	
106467	257	172	11, 13, 14, 18, 29	
106500	256	173	11, 13, 14, 17, 18, 29	
106533	257	173	11, 13, 14, 17, 18, 29	
106567	258	173	11, 13, 14, 18, 29	
106600	258	174	11, 13, 14, 17, 18, 29	
106633	258	173	11, 13, 14, 17, 18, 29	
106667	257	173	11, 13, 14, 18, 29	
106700	259	173	11, 13, 14, 17, 18, 29	
106733	262	173	11, 13, 14, 17, 18, 29	
106767	165	161	11, 13, 14, 18, 29	
106800	158	158	11, 13, 14, 17, 18, 29	
106833	160	161	11, 13, 14, 17, 18, 29	
106867	160	162	11, 13, 14, 17, 18, 29	
106900	162	163	11, 13, 14, 17, 18, 29	
106933	163	164	11, 13, 14, 17, 18, 29	
106967	164	165	11, 13, 14, 17, 18, 29	
107000	162	164	11, 13, 14, 17, 18, 29	
107033	151	162	11, 13, 14, 17, 18, 29	
107067			11, 13, 14, 17, 18, 29	
107100	252	393	11, 13, 14, 18, 29	
107133			11, 13, 14, 17, 18, 29	
107167	266	179	11, 13, 14, 17, 18, 29	
107200	265	175	11, 13, 14, 18, 29	
107233	268	175	11, 13, 14, 17, 18, 29	
107267	270	175	11, 13, 14, 18, 29	
107300	273	177	11, 13, 14, 17, 18, 29	
107333	272	176	11, 13, 14, 17, 18, 29	
107367	273	176	11, 13, 14, 18, 29	
107400	275	177	11, 13, 14, 17, 18, 29	
107433	274	176	11, 13, 14, 18, 29	
107467	275	176	11, 13, 14, 17, 18, 29	
107500	275	177	11, 13, 14, 17, 18, 29	
107533	299	180	11, 13, 14, 17, 18, 29	
107567	347	193	11, 13, 14, 17, 18, 29	
107600	345	192	11, 13, 14, 17, 18, 29	
107633	347	193	11, 13, 14, 18, 29	
107667	348	193	11, 13, 14, 17, 18, 29	
107700	350	195	11, 13, 14, 17, 18, 29	
107733	352	195	11, 13, 14, 17, 18, 29	
107767	354	196	11, 13, 14, 18, 29	
107800	355	196	11, 13, 14, 17, 18, 29	
107833	356	196	11, 13, 14, 18, 29	
107867	358	197	11, 13, 14, 17, 18, 29	
107900	359	199	11, 13, 14, 18, 29	
107933	360	199	11, 13, 14, 17, 18, 29	
107967	365	180	11, 13, 14, 18, 29	
108000	464	133	11, 13, 14, 17, 18, 29	
108033	462	132	11, 13, 14, 18, 29	
108067	462	135	11, 13, 14, 17, 18, 29	
108100	461	134	11, 13, 14, 18, 29	
108133	461	133	11, 13, 14, 17, 18, 29	
108167	463	134	11, 13, 14, 17, 18, 29	
108200	462	135	11, 13, 14, 18, 29	
108233	464	135	11, 13, 14, 17, 18, 29	
108267	465	136	11, 13, 14, 17, 18, 29	
108300	460	130	11, 13, 14, 17, 18, 29	
108333	521	148	11, 13, 14, 18, 29	
108367	518	147	11, 13, 14, 17, 18, 29	
108400	515	148	11, 13, 14, 18, 29	
108433	514	148	11, 13, 14, 17, 18, 29	
108467	512	148	11, 13, 14, 18, 29	
108500	511	147	11, 13, 14, 17, 18, 29	
108533	511	148	11, 13, 14, 17, 18, 29	
108567	511	147	11, 13, 14, 18, 29	
108600	511	148	11, 13, 14, 17, 18, 29	
108633	512	148	11, 13, 14, 18, 29	
108667	513	150	11, 13, 14, 17, 18, 29	
108700	512	150	11, 13, 14, 17, 18, 29	
108733	511	153	11, 13, 14, 17, 18, 29	
108767	500	149	11, 13, 14, 17, 18, 29	
108800			11, 13, 14, 18, 29	
108833			11, 13, 14, 17, 18, 29	
108867			11, 13, 14, 17, 18, 29	
108900	382	171	11, 13, 14, 18, 29	
108933	379	164	11, 13, 14, 17, 18, 29	
108967	384	162	11, 13, 14, 17, 18, 29	
109000	387	162	11, 13, 14, 18, 29	
109033	389	164	11, 13, 14, 17, 18, 29	
109067	396	166	11, 13, 14, 17, 18, 29	
109100	221	181	11, 13, 14, 17, 18, 29	
109133	245	181	11, 13, 14, 17, 18, 29	
109167	249	182	11, 13, 14, 17, 18, 29	
109200	251	185	11, 13, 14, 17, 18, 29	
109233	255	189	11, 13, 14, 17, 18, 29	
109267	256	189	11, 13, 14, 17, 18, 29	
109300	258	191	11, 13, 14, 17, 18, 29	
109333			11, 13, 14, 17, 18, 29	
109367	392	155	11, 13, 14, 17, 18, 29	
109400	385	151	11, 13, 14, 17, 18, 29	
109433	386	153	11, 13, 14, 17, 18, 29	
109467	388	155	11, 13, 14, 17, 18, 29	
109500	391	157	11, 13, 14, 17, 18, 29	
109533	391	157	11, 13, 14, 18, 29	
109567	377	161	11, 13, 14, 17, 18, 29	
109600	421	173	11, 13, 14, 17, 18, 29	
109633	421	171	11, 13, 14, 17, 18, 29	
109667	420	170	11, 13, 14, 17, 18, 29	
109700	419	169	11, 13, 14, 18, 29	
109733	420	174	11, 13, 14, 17, 18, 29	
109767	418	169	11, 13, 14, 17, 18, 29	
109800			11, 13, 14, 17, 18, 29	
109833			11, 13, 14, 18, 29	
109867			11, 13, 14, 17, 18, 29	
109900	344	186	11, 13, 14, 18, 29	
109933	364	177	11, 13, 14, 17, 18, 29	
109967	360	179	11, 13, 14, 18, 29	
110000	359	179	11, 13, 14, 17, 18, 29	
110033	357	176	11, 13, 14, 18, 29	
110067	357	176	11, 13, 14, 15, 17, 18, 29	
110100	355	174	11, 13, 14, 15, 18, 29	
110133				
110167	356	172	11, 13, 14, 15, 18, 29	
110200	355	170	11, 13, 14, 15, 17, 18, 29	
110233	355	169	11, 13, 14, 18, 29	
110267				
110300	352	165	11, 13, 14, 18, 29	
110333	350	165	11, 13, 14, 17, 18, 29	
110367	349	164	11, 13, 14, 18, 29	
110400				
110433	348	163	11, 13, 14, 18, 29	
110467	350	163	11, 14, 17, 18, 29	
110500	351	164	11, 14, 18, 29	
110533				
110567	345	178	11, 14, 17, 18, 29	
110600	348	163	11, 14, 18, 29	
110633	343	159	11, 14, 17, 18, 29	
110667				
110700	347	158	11, 14, 18, 29	
110733	352	158	11, 14, 17, 18, 29	
110767	355	162	11, 14, 18, 29	
110800			11, 14, 17, 18, 29	
110833			11, 14, 17, 18, 29	
110867	356	269	11, 14, 17, 18, 29	
110900	355	141	11, 14, 17, 18, 29	
110933	361	137	11, 14, 17, 18, 29	
110967	360	134	11, 14, 17, 18, 29	
111000	363	136	11, 14, 17, 18, 29	
111033	363	136	11, 14, 17, 18, 29	
111067	366	139	11, 14, 17, 18, 29	
111100	340	161	11, 14, 17, 18, 29	
111133	340	163	11, 14, 17, 18, 29	
111167	340	163	11, 14, 17, 18, 29	
111200	343	165	11, 14, 17, 18, 29	
111233	346	168	11, 14, 17, 18, 29	
111267	346	171	11, 14, 17, 18, 29	
111300	345	177	11, 14, 17, 18, 29	
111333	348	178	11, 14, 17, 18, 29	
111367	350	177	11, 14, 17, 18, 29	
111400	351	174	11, 14, 17, 18, 29	
111433	352	174	11, 14, 17, 18, 29	
111467	353	174	11, 13, 14, 17, 18, 29	
111500	356	175	11, 13, 14, 17, 18, 29	
111533	359	178	11, 13, 14, 17, 18, 29	
111567	360	178	11, 13, 14, 17, 18, 29	
111600	358	176	11, 13, 14, 17, 18, 29	
111633	356	175	11, 13, 14, 17, 18, 29	
111667	355	176	11, 13, 14, 17, 18, 29	
111700	354	175	11, 13, 14, 17, 18, 29	
111733	353	174	11, 13, 14, 17, 18, 29	
111767	353	177	11, 13, 14, 17, 18, 29	
111800	351	177	11, 13, 14, 17, 18, 29	
111833	371	174	11, 13, 14, 17, 18, 29	
111867	424	151	11, 13, 14, 17, 18, 29	
111900	426	155	11, 13, 14, 17, 18, 29	
111933	426	156	11, 13, 14, 17, 18, 29	
111967	428	158	11, 13, 14, 17, 18, 29	
112000	426	159	11, 13, 14, 17, 18, 29	
112033	424	159	11, 13, 14, 17, 18, 29	
112067	425	159	11, 13, 14, 17, 18, 29	
112100	427	161	11, 13, 14, 17, 18, 29	
112133	427	161	11, 13, 14, 17, 18, 29	
112167	423	159	11, 13, 14, 17, 18, 29	
112200	421	159	11, 13, 14, 17, 18, 29	
112233	417	161	11, 13, 14, 17, 18, 29	
112267	419	159	11, 13, 14, 17, 18, 29	
112300	384	172	11, 13, 14, 17, 18, 29	
112333	390	173	11, 13, 14, 17, 18, 29	
112367	389	174	11, 13, 14, 17, 18, 29	
112400	390	176	11, 13, 14, 17, 18, 29	
112433	390	177	11, 13, 14, 17, 18, 29	
112467	390	177	11, 13, 14, 17, 18, 29	
112500	390	178	11, 13, 14, 17, 18, 29	
112533	380	177	11, 13, 14, 17, 18, 29	
112567	419	194	11, 13, 14, 17, 18, 29	
112600			11, 13, 14, 17, 18, 29	
112633	34	403	11, 13, 14, 17, 18, 29	
112667	402	197	11, 13, 14, 17, 18, 29	
112700	400	169	11, 13, 14, 17, 18, 29	
112733	398	162	11, 14, 17, 18, 29	
112767	402	163	11, 13, 14, 17, 18, 29	
112800	405	164	11, 14, 17, 18, 29	
112833	407	166	11, 14, 17, 18, 29	
112867	407	165	11, 14, 17, 18, 29	
112900	408	165	11, 14, 17, 18, 29	
112933	410	164	11, 14, 17, 18, 29	
112967	410	164	11, 14, 17, 18, 29	
113000	411	164	11, 14, 17, 18, 29	
113033	411	165	11, 14, 17, 18, 29	
113067	411	165	11, 14, 17, 18, 29	
113100	409	164	11, 14, 17, 18, 29	
113133	408	163	11, 14, 18, 29	
113167	410	164	11, 14, 17, 18, 29	
113200	410	164	11, 14, 17, 18, 29	
113233	409	164	11, 14, 17, 18, 29	
113267	410	164	11, 14, 17, 18, 29	
113300	410	165	11, 13, 14, 17, 18, 29	
113333	408	163	11, 13, 14, 17, 18, 29	
113367	408	164	11, 13, 14, 17, 18, 29	
113400	408	164	11, 13, 14, 17, 18, 29	
113433	408	164	11, 13, 14, 17, 18, 29	
113467	416	166	11, 13, 14, 17, 18, 29	
113500	334	106	11, 13, 14, 17, 18, 29	
113533	332	103	11, 13, 14, 17, 18, 29	
113567	335	104	11, 13, 14, 17, 18, 29	
113600	335	105	11, 13, 14, 17, 18, 29	
113633	337	107	11, 13, 14, 17, 18, 29	
113667	335	108	11, 13, 14, 17, 18, 29	
113700	333	108	11, 13, 14, 17, 18, 29	
113733	348	113	11, 13, 14, 17, 18, 29	
113767	253	148	11, 13, 14, 17, 18, 29	
113800	182	165	11, 13, 14, 17, 18, 29	
113833	187	165	11, 13, 14, 17, 18, 29	
113867	189	166	11, 13, 14, 17, 18, 29	
113900	187	167	11, 13, 14, 17, 18, 29	
113933	187	167	11, 13, 14, 17, 18, 29	
113967			11, 13, 14, 17, 18, 29	
114000			11, 13, 14, 17, 18, 29	
114033			11, 13, 14, 17, 18, 29	
114067	55	158	11, 13, 14, 17, 18, 29	
114100			11, 13, 14, 17, 18, 29	
114133			11, 13, 14, 17, 18, 29	
114167			11, 13, 14, 17, 18, 29	
114200			11, 13, 14, 17, 18, 29	
114233			11, 13, 14, 17, 18, 29	
114267	58	163	11, 13, 14, 17, 18, 29	
114300			11, 13, 14, 17, 18, 29	
114333			11, 13, 14, 17, 18, 29	
114367	297	181	11, 13, 14, 17, 18, 29	
114400	312	168	11, 13, 14, 17, 18, 29	
114433	316	169	11, 13, 14, 17, 18, 29	
114467	317	170	11, 13, 14, 17, 18, 29	
114500	317	175	11, 13, 14, 17, 18, 29	
114533	308	176	11, 13, 14, 17, 18, 29	
114567			11, 13, 14, 17, 18, 29	
114600			11, 13, 14, 17, 18, 29	
114633	379	248	11, 13, 14, 17, 18, 29	
114667	396	177	11, 13, 14, 17, 18, 29	
114700	397	175	11, 13, 14, 17, 18, 29	
114733	396	177	11, 13, 14, 17, 18, 29	
114767	396	178	11, 13, 14, 17, 18, 29	
114800	397	175	11, 13, 14, 17, 18, 29	
114833	396	175	11, 13, 14, 17, 18, 29	
114867	398	177	11, 13, 14, 17, 18, 29	
114900	397	176	11, 13, 14, 17, 18, 29	
114933	396	175	11, 13, 14, 17, 18, 29	
114967	397	175	11, 13, 14, 17, 18, 29	
115000	396	174	11, 13, 14, 17, 18, 29	
115033	396	174	11, 13, 14, 17, 18, 29	
115067				
115100	397	175	11, 13, 14, 17, 18, 29	
115133	396	175	11, 13, 14, 17, 18, 29	
115167	397	175	11, 13, 14, 17, 18, 29	
115200				
115233	400	178	11, 13, 14, 17, 18, 29	
115267	400	178	11, 13, 14, 17, 18, 29	
115300	402	179	11, 13, 14, 17, 18, 29	
115333	409	179	11, 13, 14, 17, 18, 29	
115367	374	201	11, 13, 14, 17, 18, 29	
115400	374	200	11, 13, 14, 17, 18, 29	
115433	375	200	11, 13, 14, 17, 18, 29	
115467	376	201	11, 13, 14, 17, 18, 29	
115500	376	202	11, 13, 14, 17, 18, 29	
115533	375	202	11, 13, 14, 17, 18, 29	
115567	377	202	11, 13, 14, 17, 18, 29	
115600	379	204	11, 13, 14, 17, 18, 29	
115633	417	184	11, 13, 14, 17, 18, 29	
115667	468	117	11, 13, 14, 17, 18, 29	
115700	467	117	11, 13, 14, 17, 18, 29	
115733	469	119	11, 13, 14, 17, 18, 29	
115767	470	120	11, 13, 14, 17, 18, 29	
115800	471	121	11, 13, 14, 17, 18, 29	
115833	471	123	11, 13, 14, 17, 18, 29	
115867	475	131	11, 13, 14, 17, 18, 29	
115900	371	184	11, 13, 14, 17, 18, 29	
115933	375	187	11, 13, 14, 17, 18, 29	
115967	376	187	11, 13, 14, 17, 18, 29	
116000	377	188	11, 13, 14, 17, 18, 29	
116033	376	188	11, 13, 14, 17, 18, 29	
116067	377	189	11, 13, 14, 17, 18, 29	
116100	377	190	11, 13, 14, 17, 18, 29	
116133	376	190	11, 13, 14, 17, 18, 29	
116167	375	190	11, 13, 14, 17, 18, 29	
116200	386	219	11, 13, 14, 17, 18, 29	
116233	383	219	11, 13, 14, 17, 18, 29	
116267	382	219	11, 13, 14, 17, 18, 29	
116300	383	219	11, 13, 14, 17, 18, 29	
116333	384	221	11, 13, 14, 17, 18, 29	
116367	384	221	11, 13, 14, 17, 18, 29	
116400	385	221	11, 13, 14, 17, 18, 29	
116433	380	176	11, 13, 14, 17, 18, 29	
116467	379	127	11, 13, 14, 17, 18, 29	
116500	382	128	11, 13, 14, 17, 18, 29	
116533	382	129	11, 13, 14, 17, 18, 29	
116567	378	131	11, 13, 14, 17, 18, 29	
116600	368	211	11, 13, 14, 17, 18, 29	
116633			11, 13, 14, 17, 18, 29	
116667			11, 13, 14, 17, 18, 29	
116700	419	162	11, 13, 14, 17, 18, 29	
116733	428	135	11, 13, 14, 17, 18, 29	
116767	425	131	11, 13, 14, 17, 18, 29	
116800	425	129	11, 13, 14, 17, 18, 29	
116833	427	129	11, 13, 14, 17, 18, 29	
116867	429	131	11, 13, 14, 17, 18, 29	
116900	427	131	11, 13, 14, 17, 18, 29	
116933	428	131	11, 13, 14, 17, 18, 29	
116967	428	131	11, 13, 14, 17, 18, 29	
117000	429	132	11, 13, 14, 17, 18, 29	
